t,id,survival_rate,expected_benefit,actuarial_present_value
95,1,0.6833404829176654,1372.1696444129827,32731.06776428131
96,1,0.6806071209859947,1366.6809658353307,31452.974814227928
97,1,0.6778846925020507,1361.2142419719894,30176.55272993777
98,1,0.6751731537320426,1355.7693850041014,28901.784503429677
99,1,0.6724724611171143,1350.3463074640852,27628.65316378085
100,1,0.6697825712726458,1344.9449222342287,26357.141776885714
101,1,0.6671034409875553,1339.5651425452918,25087.233445215435
102,1,0.664435027223605,1334.2068819751105,23818.91130757815
103,1,0.6617772871147106,1328.8700544472101,22552.158538879845
104,1,0.6591301779662517,1323.5545742294212,21286.958349885932
105,1,0.6564936572543867,1318.2603559325034,20023.293986983477
106,1,0.6538676826253691,1312.9873145087734,18761.148731944126
107,1,0.6512522118948676,1307.7353652507381,17500.505901687655
108,1,0.6486472030472881,1302.5044237897353,16241.348848046224
109,1,0.646052614235099,1297.294406094576,14983.660957529257
110,1,0.6434684037781586,1292.105228470198,13727.425651088983
111,1,0.640894530163046,1286.9368075563173,12472.62638388664
112,1,0.6383309520423938,1281.7890603260919,11219.246645059311
113,1,0.6357776282342242,1276.6619040847875,9967.269957487419
114,1,0.6332345177212874,1271.5552564684485,8716.679877562838
115,1,0.6307015796504022,1266.4690354425748,7467.4599949576705
116,1,0.6281787733318006,1261.4031593008044,6219.59393239364
117,1,0.6256660582384734,1256.3575466636012,4973.065345412113
118,1,0.6231633940055196,1251.3321164769468,3727.8579221447562
119,1,0.6206707404294974,1246.326788011039,2483.9553830848126
120,1,0.6181880574677795,1241.3414808589948,1241.3414808589948
121,1,0.6157153052379084,0.0,0.0
0,2,1.0,0.0,119674.40153133876
1,2,0.995,3000.0,120033.42473593277
2,2,0.990025,2985.0,117384.52501014055
3,2,0.985074875,2970.0750000000003,114742.72358517096
4,2,0.9801495006250001,2955.224625,112107.96653092645
5,2,0.9752487531218751,2940.448501875,109480.20013164422
6,2,0.9703725093562657,2925.746259365625,106859.3708846585
7,2,0.9655206468094844,2911.117528068797,104245.42549916875
8,2,0.960693043575437,2896.561940428453,101638.31089501323
9,2,0.9558895783575597,2882.0791307263107,99037.97420144852
10,2,0.9511101304657719,2867.6687350726793,96444.36275593436
11,2,0.946354579813443,2853.3303913973155,93857.42410292424
12,2,0.9416228069143757,2839.063739440329,91277.10599266148
13,2,0.9369146928798039,2824.868420743127,88703.3563799808
14,2,0.9322301194154049,2810.744078639412,86136.12342311538
15,2,0.9275689688183278,2796.6903582462146,83575.35548250937
16,2,0.9229311239742362,2782.7069064549837,81021.00111963594
17,2,0.918316468354365,2768.7933719227085,78473.00909582048
18,2,0.9137248860125932,2754.949405063095,75931.32837106945
19,2,0.9091562615825302,2741.1746580377794,73395.90810290437
20,2,0.9046104802746175,2727.4687847475907,70866.69764520119
21,2,0.9000874278732445,2713.8314408238525,68343.64654703495
22,2,0.8955869907338783,2700.2622836197334,65826.70455152972
23,2,0.8911090557802088,2686.760972201635,63315.8215947137
24,2,0.8866535105013078,2673.3271673406266,60810.94780437959
25,2,0.8822202429488013,2659.9605315039234,58312.03349895007
26,2,0.8778091417340573,2646.660728846404,55819.029186348474
27,2,0.8734200960253871,2633.427425202172,53331.885562874566
28,2,0.8690529955452602,2620.260288076161,50850.553512085404
29,2,0.8647077305675338,2607.1589866357804,48374.984103681265
30,2,0.8603841919146962,2594.1231917026016,45905.12859239661
31,2,0.8560822709551227,2581.1525757440886,43440.93841689609
32,2,0.851801859600347,2568.246812865368,40982.36519867545
33,2,0.8475428503023453,2555.405578801041,38529.3607409675
34,2,0.8433051360508336,2542.628550907036,36081.877027652954
35,2,0.8390886103705794,2529.9154081525007,33639.86622217615
36,2,0.8348931673187264,2517.265831111738,31203.280666465715
37,2,0.8307187014821328,2504.679501956179,28772.072879860036
38,2,0.8265651079747222,2492.1561044463983,26346.195558037565
39,2,0.8224322824348486,2479.6953239241666,23925.601571951935
40,2,0.8183201210226743,2467.2968473045457,21510.24396677185
41,2,0.8142285204175609,2454.9603630680226,19100.075960825707
42,2,0.810157377815473,2442.685561252683,16695.050944550956
43,2,0.8061065909263957,2430.4721334464193,14295.122479448168
44,2,0.8020760579717637,2418.319772779187,11900.244297039751
45,2,0.798065677681905,2406.2281739152913,9510.370297833346
46,2,0.7940753492934954,2394.1970330457148,7125.454550289807
47,2,0.7901049725470279,2382.2260478804865,4745.451289795825
48,2,0.7861544476842928,2370.314917641084,2370.314917641084
49,2,0.7822236754458713,0.0,0.0
50,2,0.778312557068642,0.0,0.0
51,2,0.7744209942832988,0.0,0.0
52,2,0.7705488893118823,0.0,0.0
53,2,0.7666961448653229,0.0,0.0
54,2,0.7628626641409962,0.0,0.0
55,2,0.7590483508202912,0.0,0.0
56,2,0.7552531090661897,0.0,0.0
57,2,0.7514768435208588,0.0,0.0
58,2,0.7477194593032545,0.0,0.0
59,2,0.7439808620067382,0.0,0.0
60,2,0.7402609576967045,0.0,0.0
61,2,0.736559652908221,0.0,0.0
62,2,0.7328768546436799,0.0,0.0
63,2,0.7292124703704616,0.0,0.0
64,2,0.7255664080186093,0.0,0.0
65,2,0.7219385759785162,0.0,0.0
66,2,0.7183288830986236,0.0,0.0
67,2,0.7147372386831305,0.0,0.0
68,2,0.7111635524897149,0.0,0.0
69,2,0.7076077347272662,0.0,0.0
70,2,0.7040696960536299,0.0,0.0
71,2,0.7005493475733617,0.0,0.0
72,2,0.697046600835495,0.0,0.0
73,2,0.6935613678313175,0.0,0.0
74,2,0.6900935609921609,0.0,0.0
75,2,0.6866430931872001,0.0,0.0
76,2,0.6832098777212641,0.0,0.0
77,2,0.6797938283326578,0.0,0.0
78,2,0.6763948591909945,0.0,0.0
79,2,0.6730128848950395,0.0,0.0
80,2,0.6696478204705644,0.0,0.0
81,2,0.6662995813682115,0.0,0.0
82,2,0.6629680834613705,0.0,0.0
83,2,0.6596532430440636,0.0,0.0
84,2,0.6563549768288433,0.0,0.0
85,2,0.653073201944699,0.0,0.0
86,2,0.6498078359349755,0.0,0.0
87,2,0.6465587967553006,0.0,0.0
88,2,0.6433260027715241,0.0,0.0
89,2,0.6401093727576664,0.0,0.0
90,2,0.6369088258938781,0.0,0.0
91,2,0.6337242817644086,0.0,0.0
92,2,0.6305556603555866,0.0,0.0
93,2,0.6274028820538087,0.0,0.0
94,2,0.6242658676435396,0.0,0.0
95,2,0.6211445383053219,0.0,0.0
96,2,0.6180388156137953,0.0,0.0
97,2,0.6149486215357263,0.0,0.0
98,2,0.6118738784280476,0.0,0.0
99,2,0.6088145090359074,0.0,0.0
100,2,0.6057704364907278,0.0,0.0
101,2,0.6027415843082742,0.0,0.0
102,2,0.5997278763867329,0.0,0.0
103,2,0.5967292370047992,0.0,0.0
104,2,0.5937455908197752,0.0,0.0
105,2,0.5907768628656763,0.0,0.0
106,2,0.5878229785513479,0.0,0.0
107,2,0.5848838636585911,0.0,0.0
108,2,0.5819594443402982,0.0,0.0
109,2,0.5790496471185967,0.0,0.0
110,2,0.5761543988830038,0.0,0.0
111,2,0.5732736268885887,0.0,0.0
112,2,0.5704072587541458,0.0,0.0
113,2,0.567555222460375,0.0,0.0
114,2,0.5647174463480732,0.0,0.0
115,2,0.5618938591163328,0.0,0.0
116,2,0.5590843898207511,0.0,0.0
117,2,0.5562889678716474,0.0,0.0
118,2,0.5535075230322891,0.0,0.0
119,2,0.5507399854171277,0.0,0.0
120,2,0.547986285490042,0.0,0.0
121,2,0.5452463540625918,0.0,0.0
