t,survival_rate,expected_benefit,actuarial_present_value
124,1.1454647205763386,0.0,0.0
125,1.140345753209961,0.0,0.0
126,1.1352499472554691,0.0,0.0
127,1.1301771966395033,0.0,0.0
128,1.1251273957801362,0.0,0.0
129,1.1201004395845708,0.0,0.0
130,1.1150962234468498,0.0,0.0
131,1.1101146432455764,0.0,0.0
132,1.1051555953416456,0.0,0.0
133,1.1002189765759853,0.0,0.0
134,1.095304684267309,0.0,0.0
135,1.0904126162098795,0.0,0.0
136,1.0855426706712814,0.0,0.0
137,1.0806947463902064,0.0,0.0
138,1.0758687425742477,0.0,0.0
139,1.0710645588977048,0.0,0.0
140,1.0662820954993995,0.0,0.0
141,1.0615212529805007,0.0,0.0
142,1.0567819324023622,0.0,0.0
143,1.0520640352843673,0.0,0.0
144,1.0473674636017862,0.0,0.0
145,1.0426921197836427,0.0,0.0
146,1.0380379067105907,0.0,0.0
147,1.0334047277128002,0.0,0.0
148,1.0287924865678557,0.0,0.0
149,1.0242010874986613,0.0,0.0
150,1.0196304351713585,0.0,0.0
151,1.0150804346932514,0.0,0.0
152,1.010550991610744,0.0,0.0
153,1.006042011907285,0.0,0.0
154,1.001553402001325,0.0,0.0
155,0.9970850687442807,0.0,0.0
156,0.9926369194185095,0.0,0.0
157,0.9882088617352955,0.0,0.0
158,0.9838008038328421,0.0,0.0
159,0.9794126542742758,0.0,0.0
160,0.9750443220456602,0.0,0.0
161,0.9706957165540165,0.0,0.0
162,0.9663667476253568,0.0,0.0
163,0.9620573255027238,0.0,0.0
164,0.9577673608442421,0.0,0.0
165,0.9534967647211767,0.0,0.0
166,0.949245448616002,0.0,0.0
167,0.9450133244204795,0.0,0.0
168,0.9408003044337443,0.0,0.0
169,0.9366063013604012,0.0,0.0
170,0.9324312283086296,0.0,0.0
171,0.9282749987882968,0.0,0.0
172,0.9241375267090808,0.0,0.0
173,0.9200187263786019,0.0,0.0
174,0.9159185125005633,0.0,0.0
175,0.9118368001728994,0.0,0.0
176,0.9077735048859343,0.0,0.0
177,0.9037285425205487,0.0,0.0
178,0.8997018293463537,0.0,0.0
179,0.895693282019876,0.0,0.0
180,0.8917028175827497,0.0,0.0
181,0.8877303534599172,0.0,0.0
182,0.8837758074578386,0.0,0.0
183,0.8798390977627093,0.0,0.0
184,0.8759201429386871,0.0,0.0
185,0.872018861926126,0.0,0.0
186,0.8681351740398191,0.0,0.0
187,0.8642689989672503,0.0,0.0
188,0.860420256766854,0.0,0.0
189,0.8565888678662819,0.0,0.0
190,0.8527747530606795,0.0,0.0
191,0.8489778335109702,0.0,0.0
192,0.8451980307421472,0.0,0.0
193,0.8414352666415732,0.0,0.0
194,0.8376894634572898,0.0,0.0
195,0.8339605437963319,0.0,0.0
196,0.8302484306230535,0.0,0.0
197,0.8265530472574587,0.0,0.0
198,0.8228743173735419,0.0,0.0
199,0.8192121649976352,0.0,0.0
200,0.815566514506764,0.0,0.0
201,0.8119372906270108,0.0,0.0
202,0.8083244184318852,0.0,0.0
203,0.8047278233407031,0.0,0.0
204,0.8011474311169733,0.0,0.0
205,0.79758316786679,0.0,0.0
206,0.7940349600372361,0.0,0.0
207,0.7905027344147908,0.0,0.0
208,0.7869864181237467,0.0,0.0
209,0.7834859386246338,0.0,0.0
210,0.7800012237126505,0.0,0.0
211,0.7765322015161025,0.0,0.0
212,0.7730788004948492,0.0,0.0
213,0.7696409494387568,0.0,0.0
214,0.7662185774661594,0.0,0.0
215,0.7628116140223264,0.0,0.0
216,0.7594199888779388,0.0,0.0
217,0.7560436321275702,0.0,0.0
218,0.7526824741881774,0.0,0.0
219,0.7493364457975964,0.0,0.0
220,0.746005478013047,0.0,0.0
221,0.7426895022096426,0.0,0.0
222,0.7393884500789085,0.0,0.0
223,0.736102253627307,0.0,0.0
224,0.7328308451747683,0.0,0.0
225,0.7295741573532297,0.0,0.0
226,0.7263321231051816,0.0,0.0
227,0.7231046756822188,0.0,0.0
228,0.7198917486436006,0.0,0.0
229,0.7166932758548163,0.0,0.0
230,0.7135091914861582,0.0,0.0
231,0.710339430011301,0.0,0.0
232,0.7071839262058877,0.0,0.0
233,0.7040426151461228,0.0,0.0
234,0.7009154322073718,0.0,0.0
235,0.6978023130627666,0.0,0.0
236,0.6947031936818187,0.0,0.0
237,0.6916180103290381,0.0,0.0
238,0.6885466995625589,0.0,0.0
239,0.6854891982327713,0.0,0.0
240,0.6824454434809608,0.0,0.0
241,0.6794153727379517,0.0,0.0
242,0.6763989237227601,0.0,0.0
243,0.6733960344412506,0.0,0.0
244,0.6704066431848001,0.0,0.0
245,0.6674306885289689,0.0,0.0
246,0.6644681093321765,0.0,0.0
247,0.6615188447343846,0.0,0.0
248,0.6585828341557862,0.0,0.0
249,0.6556600172955005,0.0,0.0
250,0.6527503341302743,0.0,0.0
251,0.6498537249131892,0.0,0.0
252,0.6469701301723751,0.0,0.0
253,0.6440994907097303,0.0,0.0
254,0.6412417475996457,0.0,0.0
255,0.6383968421877377,0.0,0.0
256,0.635564716089585,0.0,0.0
257,0.6327453111894717,0.0,0.0
258,0.6299385696391377,0.0,0.0
259,0.6271444338565331,0.0,0.0
260,0.624362846524579,0.0,0.0
261,0.6215937505899354,0.0,0.0
262,0.6188370892617729,0.0,0.0
263,0.6160928060105524,0.0,0.0
264,0.6133608445668074,0.0,0.0
265,0.6106411489199359,0.0,0.0
266,0.607933663316995,0.0,0.0
267,0.6052383322615023,0.0,0.0
268,0.6025551005122425,0.0,0.0
269,0.5998839130820808,0.0,0.0
270,0.5972247152367804,0.0,0.0
271,0.5945774524938261,0.0,0.0
272,0.5919420706212535,0.0,0.0
273,0.5893185156364843,0.0,0.0
274,0.5867067338051655,0.0,0.0
275,0.5841066716400158,0.0,0.0
276,0.5815182758996766,0.0,0.0
277,0.5789414935875675,0.0,0.0
278,0.5763762719507494,0.0,0.0
279,0.5738225584787908,0.0,0.0
280,0.571280300902641,0.0,0.0
281,0.5687494471935068,0.0,0.0
282,0.5662299455617369,0.0,0.0
283,0.563721744455709,0.0,0.0
284,0.5612247925607241,0.0,0.0
285,0.558739038797905,0.0,0.0
286,0.5562644323231,0.0,0.0
287,0.5538009225257923,0.0,0.0
288,0.5513484590280139,0.0,0.0
289,0.548906991683265,0.0,0.0
290,0.5464764705754382,0.0,0.0
291,0.5440568460177484,0.0,0.0
292,0.5416480685516661,0.0,0.0
293,0.5392500889458582,0.0,0.0
294,0.5368628581951316,0.0,0.0
295,0.5344863275193826,0.0,0.0
296,0.5321204483625515,0.0,0.0
297,0.5297651723915814,0.0,0.0
298,0.5274204514953829,0.0,0.0
299,0.5250862377838021,0.0,0.0
300,0.5227624835865958,0.0,0.0
301,0.5204491414524087,0.0,0.0
302,0.5181461641477576,0.0,0.0
303,0.5158535046560192,0.0,0.0
304,0.5135711161764236,0.0,0.0
305,0.5112989521230511,0.0,0.0
306,0.5090369661238354,0.0,0.0
307,0.5067851120195703,0.0,0.0
308,0.5045433438629211,0.0,0.0
309,0.5023116159174413,0.0,0.0
310,0.5000898826565936,0.0,0.0
311,0.49787809876277517,0.0,0.0
312,0.49567621912634796,0.0,0.0
313,0.4934841988446733,0.0,0.0
314,0.49130199322115126,0.0,0.0
315,0.48912955776426403,0.0,0.0
316,0.4869668481866243,0.0,0.0
317,0.4848138204040281,0.0,0.0
318,0.48267043053451153,0.0,0.0
319,0.4805366348974125,0.0,0.0
320,0.47841239001243663,0.0,0.0
321,0.4762976525987277,0.0,0.0
322,0.47419237957394184,0.0,0.0
323,0.472096528053327,0.0,0.0
324,0.47001005534880635,0.0,0.0
325,0.46793291896806527,0.0,0.0
326,0.46586507661364385,0.0,0.0
327,0.4638064861820329,0.0,0.0
328,0.4617571057627741,0.0,0.0
329,0.45971689363756507,0.0,0.0
330,0.45768580827936767,0.0,0.0
331,0.4556638083515213,0.0,0.0
332,0.4536508527068599,0.0,0.0
333,0.4516469003868334,0.0,0.0
334,0.4496519106206331,0.0,0.0
335,0.44766584282432087,0.0,0.0
336,0.44568865659996293,0.0,0.0
337,0.4437203117347678,0.0,0.0
338,0.4417607682002274,0.0,0.0
339,0.4398099861512632,0.0,0.0
340,0.4378679259253757,0.0,0.0
341,0.4359345480417981,0.0,0.0
342,0.43400981320065424,0.0,0.0
343,0.43209368228211975,0.0,0.0
344,0.4301861163455881,0.0,0.0
345,0.4282870766288396,0.0,0.0
346,0.4263965245472149,0.0,0.0
347,0.4245144216927923,0.0,0.0
348,0.4226407298335685,0.0,0.0
349,0.4207754109126439,0.0,0.0
350,0.41891842704741095,0.0,0.0
351,0.41706974052874685,0.0,0.0
352,0.4152293138202098,0.0,0.0
353,0.41339710955723896,0.0,0.0
354,0.4115730905463585,0.0,0.0
355,0.40975721976438473,0.0,0.0
356,0.4079494603576379,0.0,0.0
357,0.40614977564115645,0.0,0.0
358,0.4043581290979162,0.0,0.0
359,0.40257448437805227,0.0,0.0
360,0.40079880529808515,0.0,0.0
361,0.3990310558401502,0.0,0.0
362,0.3972712001512307,0.0,0.0
363,0.39551920254239464,0.0,0.0
364,0.3937750274880351,0.0,0.0
365,0.392038639625114,0.0,0.0
366,0.3903100037524093,0.0,0.0
367,0.3885890848297666,0.0,0.0
368,0.3868758479773525,0.0,0.0
369,0.38517025847491365,0.0,0.0
370,0.3834722817610371,0.0,0.0
371,0.38178188343241604,0.0,0.0
372,0.3800990292431172,0.0,0.0
373,0.37842368510385355,0.0,0.0
374,0.3767558170812584,0.0,0.0
375,0.3750953913971644,0.0,0.0
376,0.37344237442788575,0.0,0.0
377,0.3717967327035026,0.0,0.0
378,0.37015843290715034,0.0,0.0
379,0.3685274418743112,0.0,0.0
380,0.36690372659210946,0.0,0.0
381,0.3652872541986101,0.0,0.0
382,0.3636779919821203,0.0,0.0
383,0.362075907380495,0.0,0.0
384,0.3604809679804447,0.0,0.0
385,0.3588931415168472,0.0,0.0
386,0.3573123958720625,0.0,0.0
387,0.35573869907525046,0.0,0.0
388,0.3541720193016924,0.0,0.0
389,0.35261232487211475,0.0,0.0
390,0.35105958425201733,0.0,0.0
391,0.3495137660510033,0.0,0.0
392,0.3479748390221134,0.0,0.0
393,0.3464427720611625,0.0,0.0
394,0.3449175342060796,0.0,0.0
395,0.34339909463625135,0.0,0.0
396,0.3418874226718674,0.0,0.0
397,0.3403824877732702,0.0,0.0
398,0.3388842595403069,0.0,0.0
399,0.3373927077116848,0.0,0.0
400,0.33590780216432947,0.0,0.0
401,0.33442951291274614,0.0,0.0
402,0.33295781010838377,0.0,0.0
403,0.3314926640390024,0.0,0.0
404,0.33003404512804335,0.0,0.0
405,0.3285819239340021,0.0,0.0
406,0.32713627114980465,0.0,0.0
407,0.3256970576021863,0.0,0.0
408,0.3242642542510735,0.0,0.0
409,0.3228378321889688,0.0,0.0
410,0.32141776264033783,0.0,0.0
411,0.3200040169610009,0.0,0.0
412,0.3185965666375251,0.0,0.0
413,0.31719538328662145,0.0,0.0
414,0.31580043865454316,0.0,0.0
415,0.3144117046164878,0.0,0.0
416,0.3130291531760019,0.0,0.0
417,0.311652756464388,0.0,0.0
418,0.3102824867401151,0.0,0.0
419,0.3089183163882314,0.0,0.0
420,0.30756021791977983,0.0,0.0
421,0.3062081639712166,0.0,0.0
422,0.304862127303832,0.0,0.0
423,0.30352208080317444,0.0,0.0
424,0.30218799747847674,0.0,0.0
425,0.30085985046208524,0.0,0.0
426,0.2995376130088917,0.0,0.0
427,0.29822125849576764,0.0,0.0
428,0.29691076042100156,0.0,0.0
429,0.2956060924037384,0.0,0.0
430,0.29430722818342225,0.0,0.0
431,0.29301414161924083,0.0,0.0
432,0.2917268066895734,0.0,0.0
433,0.2904451974914406,0.0,0.0
434,0.2891692882399572,0.0,0.0
435,0.2878990532677873,0.0,0.0
436,0.28663446702460216,0.0,0.0
437,0.2853755040765403,0.0,0.0
438,0.2841221391056705,0.0,0.0
439,0.282874346909457,0.0,0.0
440,0.28163210240022735,0.0,0.0
441,0.28039538060464253,0.0,0.0
442,0.27916415666316996,0.0,0.0
443,0.2779384058295586,0.0,0.0
444,0.27671810347031645,0.0,0.0
445,0.2755032250641909,0.0,0.0
446,0.27429374620165103,0.0,0.0
447,0.27308964258437274,0.0,0.0
448,0.271890890024726,0.0,0.0
449,0.2706974644452643,0.0,0.0
450,0.2695093418782173,0.0,0.0
451,0.26832649846498485,0.0,0.0
452,0.26714891045563394,0.0,0.0
453,0.26597655420839783,0.0,0.0
454,0.26480940618917775,0.0,0.0
455,0.2636474429710465,0.0,0.0
456,0.26249064123375465,0.0,0.0
457,0.26133897776323894,0.0,0.0
458,0.26019242945113324,0.0,0.0
459,0.25905097329428123,0.0,0.0
460,0.2579145863942519,0.0,0.0
461,0.2567832459568569,0.0,0.0
462,0.2556569292916706,0.0,0.0
463,0.2545356138115518,0.0,0.0
464,0.25341927703216827,0.0,0.0
465,0.25230789657152297,0.0,0.0
466,0.2512014501494828,0.0,0.0
467,0.2500999155873096,0.0,0.0
468,0.24900327080719292,0.0,0.0
469,0.24791149383178557,0.0,0.0
470,0.24682456278374076,0.0,0.0
471,0.24574245588525168,0.0,0.0
472,0.24466515145759338,0.0,0.0
473,0.24359262792066627,0.0,0.0
474,0.24252486379254234,0.0,0.0
475,0.24146183768901314,0.0,0.0
476,0.24040352832313983,0.0,0.0
477,0.23934991450480558,0.0,0.0
478,0.23830097514026993,0.0,0.0
479,0.23725668923172497,0.0,0.0
480,0.2362170358768541,0.0,0.0
481,0.23518199426839242,0.0,0.0
482,0.23415154369368937,0.0,0.0
483,0.2331256635342733,0.0,0.0
484,0.2321043332654181,0.0,0.0
485,0.2310875324557119,0.0,0.0
486,0.23007524076662778,0.0,0.0
487,0.22906743795209625,0.0,0.0
488,0.2280641038580802,0.0,0.0
489,0.22706521842215127,0.0,0.0
490,0.2260707616730685,0.0,0.0
491,0.22508071373035907,0.0,0.0
492,0.22409505480390055,0.0,0.0
493,0.22311376519350556,0.0,0.0
494,0.22213682528850803,0.0,0.0
495,0.2211642155673516,0.0,0.0
496,0.22019591659717982,0.0,0.0
497,0.21923190903342823,0.0,0.0
498,0.21827217361941847,0.0,0.0
499,0.21731669118595415,0.0,0.0
500,0.2163654426509186,0.0,0.0
501,0.21541840901887463,0.0,0.0
502,0.21447557138066606,0.0,0.0
503,0.21353691091302096,0.0,0.0
504,0.2126024088781571,0.0,0.0
505,0.21167204662338873,0.0,0.0
506,0.2107458055807357,0.0,0.0
507,0.20982366726653412,0.0,0.0
508,0.2089056132810487,0.0,0.0
509,0.20799162530808732,0.0,0.0
510,0.207081685114617,0.0,0.0
511,0.20617577455038172,0.0,0.0
512,0.20527387554752227,0.0,0.0
513,0.20437597012019756,0.0,0.0
514,0.2034820403642078,0.0,0.0
515,0.2025920684566196,0.0,0.0
516,0.20170603665539233,0.0,0.0
517,0.200823927299007,0.0,0.0
518,0.19994572280609607,0.0,0.0
519,0.1990714056750753,0.0,0.0
520,0.19820095848377764,0.0,0.0
521,0.19733436388908815,0.0,0.0
522,0.19647160462658117,0.0,0.0
523,0.195612663510159,0.0,0.0
524,0.19475752343169206,0.0,0.0
525,0.19390616736066116,0.0,0.0
526,0.19305857834380089,0.0,0.0
527,0.19221473950474516,0.0,0.0
528,0.19137463404367402,0.0,0.0
529,0.19053824523696244,0.0,0.0
530,0.1897055564368304,0.0,0.0
531,0.18887655107099482,0.0,0.0
532,0.188051212642323,0.0,0.0
533,0.1872295247284878,0.0,0.0
534,0.1864114709816243,0.0,0.0
535,0.18559703512798797,0.0,0.0
536,0.18478620096761478,0.0,0.0
537,0.18397895237398235,0.0,0.0
538,0.18317527329367328,0.0,0.0
539,0.18237514774603947,0.0,0.0
540,0.18157855982286852,0.0,0.0
541,0.1807854936880512,0.0,0.0
542,0.17999593357725077,0.0,0.0
543,0.17920986379757378,0.0,0.0
544,0.17842726872724235,0.0,0.0
545,0.17764813281526792,0.0,0.0
546,0.17687244058112672,0.0,0.0
547,0.17610017661443653,0.0,0.0
548,0.17533132557463488,0.0,0.0
549,0.1745658721906592,0.0,0.0
550,0.17380380126062778,0.0,0.0
551,0.17304509765152282,0.0,0.0
552,0.1722897462988746,0.0,0.0
553,0.17153773220644722,0.0,0.0
554,0.1707890404459257,0.0,0.0
555,0.17004365615660472,0.0,0.0
556,0.1693015645450787,0.0,0.0
557,0.16856275088493328,0.0,0.0
558,0.1678272005164383,0.0,0.0
559,0.16709489884624204,0.0,0.0
560,0.16636583134706726,0.0,0.0
561,0.1656399835574081,0.0,0.0
562,0.16491734108122894,0.0,0.0
563,0.16419788958766424,0.0,0.0
564,0.16348161481072002,0.0,0.0
565,0.1627685025489765,0.0,0.0
566,0.1620585386652925,0.0,0.0
567,0.16135170908651064,0.0,0.0
568,0.16064799980316455,0.0,0.0
569,0.1599473968691868,0.0,0.0
570,0.15924988640161883,0.0,0.0
571,0.15855545458032155,0.0,0.0
572,0.15786408764768795,0.0,0.0
573,0.15717577190835644,0.0,0.0
574,0.15649049372892593,0.0,0.0
575,0.15580823953767214,0.0,0.0
576,0.1551289958242651,0.0,0.0
577,0.15445274913948792,0.0,0.0
578,0.15377948609495726,0.0,0.0
579,0.1531091933628446,0.0,0.0
580,0.15244185767559904,0.0,0.0
581,0.15177746582567142,0.0,0.0
582,0.15111600466523964,0.0,0.0
583,0.15045746110593525,0.0,0.0
584,0.1498018221185713,0.0,0.0
585,0.14914907473287148,0.0,0.0
586,0.14849920603720063,0.0,0.0
587,0.14785220317829612,0.0,0.0
588,0.147208053361001,0.0,0.0
589,0.146566743847998,0.0,0.0
590,0.1459282619595448,0.0,0.0
591,0.1452925950732107,0.0,0.0
592,0.14465973062361445,0.0,0.0
593,0.1440296561021631,0.0,0.0
594,0.1434023590567923,0.0,0.0
595,0.14277782709170783,0.0,0.0
596,0.14215604786712796,0.0,0.0
597,0.1415370090990275,0.0,0.0
598,0.1409206985588826,0.0,0.0
599,0.14030710407341698,0.0,0.0
600,0.1396962135243494,0.0,0.0
601,0.13908801484814198,0.0,0.0
602,0.1384824960357499,0.0,0.0
603,0.13787964513237244,0.0,0.0
604,0.13727945023720461,0.0,0.0
605,0.13668189950319068,0.0,0.0
606,0.1360869811367781,0.0,0.0
607,0.1354946833976732,0.0,0.0
608,0.1349049945985975,0.0,0.0
609,0.13431790310504554,0.0,0.0
610,0.13373339733504355,0.0,0.0
611,0.13315146575890946,0.0,0.0
612,0.13257209689901392,0.0,0.0
613,0.13199527932954225,0.0,0.0
614,0.13142100167625784,0.0,0.0
615,0.1308492526162664,0.0,0.0
616,0.13028002087778134,0.0,0.0
617,0.12971329523989034,0.0,0.0
618,0.1291490645323228,0.0,0.0
619,0.12858731763521855,0.0,0.0
620,0.12802804347889762,0.0,0.0
621,0.12747123104363087,0.0,0.0
622,0.12691686935941193,0.0,0.0
623,0.12636494750573007,0.0,0.0
624,0.1258154546113442,0.0,0.0
625,0.12526837985405767,0.0,0.0
626,0.12472371246049449,0.0,0.0
627,0.1241814417058763,0.0,0.0
628,0.12364155691380047,0.0,0.0
629,0.12310404745601919,0.0,0.0
630,0.12256890275221968,0.0,0.0
631,0.12203611226980524,0.0,0.0
632,0.12150566552367749,0.0,0.0
633,0.12097755207601948,0.0,0.0
634,0.12045176153607993,0.0,0.0
635,0.11992828355995833,0.0,0.0
636,0.11940710785039108,0.0,0.0
637,0.11888822415653874,0.0,0.0
638,0.11837162227377407,0.0,0.0
639,0.11785729204347115,0.0,0.0
640,0.11734522335279547,0.0,0.0
641,0.116835406134495,0.0,0.0
642,0.1163278303666922,0.0,0.0
643,0.11582248607267692,0.0,0.0
644,0.11531936332070045,0.0,0.0
645,0.1148184522237703,0.0,0.0
646,0.11431974293944613,0.0,0.0
647,0.1138232256696364,0.0,0.0
648,0.11332889066039614,0.0,0.0
649,0.11283672820172566,0.0,0.0
650,0.11234672862737002,0.0,0.0
651,0.11185888231461955,0.0,0.0
652,0.11137317968411127,0.0,0.0
653,0.11088961119963128,0.0,0.0
654,0.11040816736791792,0.0,0.0
655,0.109928838738466,0.0,0.0
656,0.10945161590333179,0.0,0.0
657,0.108976489496939,0.0,0.0
658,0.1085034501958857,0.0,0.0
659,0.10803248871875193,0.0,0.0
660,0.10756359582590844,0.0,0.0
661,0.10709676231932619,0.0,0.0
662,0.10663197904238664,0.0,0.0
663,0.10616923687969315,0.0,0.0
664,0.10570852675688308,0.0,0.0
665,0.10524983964044068,0.0,0.0
666,0.10479316653751115,0.0,0.0
667,0.10433849849571517,0.0,0.0
668,0.1038858266029646,0.0,0.0
669,0.10343514198727886,0.0,0.0
670,0.10298643581660225,0.0,0.0
671,0.10253969929862199,0.0,0.0
672,0.1020949236805872,0.0,0.0
673,0.10165210024912875,0.0,0.0
674,0.10121122033007983,0.0,0.0
675,0.10077227528829735,0.0,0.0
676,0.10033525652748432,0.0,0.0
677,0.09990015549001284,0.0,0.0
678,0.09946696365674806,0.0,0.0
679,0.09903567254687287,0.0,0.0
680,0.09860627371771341,0.0,0.0
681,0.09817875876456544,0.0,0.0
682,0.09775311932052147,0.0,0.0
683,0.09732934705629859,0.0,0.0
