t,id,survival_rate,expected_benefit,actuarial_present_value
95,1,0.6833404829176654,1372.1696444129827,32731.06776428131
96,1,0.6806071209859947,1366.6809658353307,31452.974814227928
97,1,0.6778846925020507,1361.2142419719894,30176.55272993777
98,1,0.6751731537320426,1355.7693850041014,28901.784503429677
99,1,0.6724724611171143,1350.3463074640852,27628.65316378085
100,1,0.6697825712726458,1344.9449222342287,26357.141776885714
101,1,0.6671034409875553,1339.5651425452918,25087.233445215435
102,1,0.664435027223605,1334.2068819751105,23818.91130757815
103,1,0.6617772871147106,1328.8700544472101,22552.158538879845
104,1,0.6591301779662517,1323.5545742294212,21286.958349885932
105,1,0.6564936572543867,1318.2603559325034,20023.293986983477
106,1,0.6538676826253691,1312.9873145087734,18761.148731944126
107,1,0.6512522118948676,1307.7353652507381,17500.505901687655
108,1,0.6486472030472881,1302.5044237897353,16241.348848046224
109,1,0.646052614235099,1297.294406094576,14983.660957529257
110,1,0.6434684037781586,1292.105228470198,13727.425651088983
111,1,0.640894530163046,1286.9368075563173,12472.62638388664
112,1,0.6383309520423938,1281.7890603260919,11219.246645059311
113,1,0.6357776282342242,1276.6619040847875,9967.269957487419
114,1,0.6332345177212874,1271.5552564684485,8716.679877562838
115,1,0.6307015796504022,1266.4690354425748,7467.4599949576705
116,1,0.6281787733318006,1261.4031593008044,6219.59393239364
117,1,0.6256660582384734,1256.3575466636012,4973.065345412113
118,1,0.6231633940055196,1251.3321164769468,3727.8579221447562
119,1,0.6206707404294974,1246.326788011039,2483.9553830848126
120,1,0.6181880574677795,1241.3414808589948,1241.3414808589948
121,1,0.6157153052379084,0.0,0.0
122,1,0.6132524440169568,0.0,0.0
123,1,0.6107994342408889,0.0,0.0
124,1,0.6083562365039253,0.0,0.0
125,1,0.6059228115579096,0.0,0.0
126,1,0.603499120311678,0.0,0.0
127,1,0.6010851238304312,0.0,0.0
128,1,0.5986807833351095,0.0,0.0
129,1,0.5962860602017691,0.0,0.0
130,1,0.5939009159609621,0.0,0.0
131,1,0.5915253122971182,0.0,0.0
132,1,0.5891592110479298,0.0,0.0
133,1,0.586802574203738,0.0,0.0
134,1,0.5844553639069231,0.0,0.0
135,1,0.5821175424512954,0.0,0.0
136,1,0.5797890722814902,0.0,0.0
137,1,0.5774699159923643,0.0,0.0
138,1,0.5751600363283949,0.0,0.0
139,1,0.5728593961830812,0.0,0.0
140,1,0.5705679585983489,0.0,0.0
141,1,0.5682856867639554,0.0,0.0
142,1,0.5660125440168996,0.0,0.0
143,1,0.563748493840832,0.0,0.0
144,1,0.5614934998654687,0.0,0.0
145,1,0.5592475258660068,0.0,0.0
146,1,0.5570105357625428,0.0,0.0
147,1,0.5547824936194926,0.0,0.0
148,1,0.5525633636450147,0.0,0.0
149,1,0.5503531101904346,0.0,0.0
150,1,0.5481516977496729,0.0,0.0
151,1,0.5459590909586742,0.0,0.0
152,1,0.5437752545948396,0.0,0.0
153,1,0.5416001535764602,0.0,0.0
154,1,0.5394337529621543,0.0,0.0
155,1,0.5372760179503058,0.0,0.0
156,1,0.5351269138785045,0.0,0.0
157,1,0.5329864062229905,0.0,0.0
158,1,0.5308544605980986,0.0,0.0
159,1,0.5287310427557061,0.0,0.0
160,1,0.5266161185846833,0.0,0.0
161,1,0.5245096541103446,0.0,0.0
162,1,0.5224116154939031,0.0,0.0
163,1,0.5203219690319275,0.0,0.0
164,1,0.5182406811557998,0.0,0.0
165,1,0.5161677184311766,0.0,0.0
166,1,0.5141030475574518,0.0,0.0
167,1,0.5120466353672221,0.0,0.0
168,1,0.5099984488257532,0.0,0.0
169,1,0.5079584550304501,0.0,0.0
170,1,0.5059266212103283,0.0,0.0
171,1,0.503902914725487,0.0,0.0
172,1,0.501887303066585,0.0,0.0
173,1,0.49987975385431865,0.0,0.0
174,1,0.49788023483890137,0.0,0.0
175,1,0.49588871389954575,0.0,0.0
176,1,0.49390515904394755,0.0,0.0
177,1,0.49192953840777176,0.0,0.0
178,1,0.48996182025414065,0.0,0.0
179,1,0.4880019729731241,0.0,0.0
180,1,0.4860499650812316,0.0,0.0
181,1,0.4841057652209067,0.0,0.0
182,1,0.48216934216002305,0.0,0.0
183,1,0.48024066479138294,0.0,0.0
184,1,0.4783197021322174,0.0,0.0
185,1,0.47640642332368854,0.0,0.0
186,1,0.47450079763039377,0.0,0.0
187,1,0.4726027944398722,0.0,0.0
188,1,0.4707123832621127,0.0,0.0
189,1,0.4688295337290642,0.0,0.0
190,1,0.46695421559414796,0.0,0.0
191,1,0.4650863987317714,0.0,0.0
192,1,0.4632260531368443,0.0,0.0
193,1,0.4613731489242969,0.0,0.0
194,1,0.45952765632859977,0.0,0.0
195,1,0.45768954570328535,0.0,0.0
196,1,0.4558587875204722,0.0,0.0
197,1,0.45403535237039033,0.0,0.0
198,1,0.4522192109609088,0.0,0.0
199,1,0.45041033411706516,0.0,0.0
200,1,0.4486086927805969,0.0,0.0
201,1,0.4468142580094745,0.0,0.0
202,1,0.4450270009774366,0.0,0.0
203,1,0.4432468929735268,0.0,0.0
204,1,0.4414739054016327,0.0,0.0
205,1,0.4397080097800262,0.0,0.0
206,1,0.43794917774090614,0.0,0.0
207,1,0.4361973810299425,0.0,0.0
208,1,0.4344525915058227,0.0,0.0
209,1,0.43271478113979944,0.0,0.0
210,1,0.4309839220152402,0.0,0.0
211,1,0.42925998632717927,0.0,0.0
212,1,0.42754294638187057,0.0,0.0
213,1,0.4258327745963431,0.0,0.0
214,1,0.4241294434979577,0.0,0.0
215,1,0.4224329257239659,0.0,0.0
216,1,0.42074319402107,0.0,0.0
217,1,0.41906022124498576,0.0,0.0
218,1,0.41738398036000585,0.0,0.0
219,1,0.4157144444385658,0.0,0.0
220,1,0.41405158666081154,0.0,0.0
221,1,0.4123953803141683,0.0,0.0
222,1,0.4107457987929116,0.0,0.0
223,1,0.40910281559774,0.0,0.0
224,1,0.40746640433534903,0.0,0.0
225,1,0.4058365387180076,0.0,0.0
226,1,0.4042131925631356,0.0,0.0
227,1,0.40259633979288306,0.0,0.0
228,1,0.40098595443371154,0.0,0.0
229,1,0.3993820106159767,0.0,0.0
230,1,0.3977844825735128,0.0,0.0
231,1,0.39619334464321876,0.0,0.0
232,1,0.3946085712646459,0.0,0.0
233,1,0.3930301369795873,0.0,0.0
234,1,0.39145801643166894,0.0,0.0
235,1,0.38989218436594225,0.0,0.0
236,1,0.3883326156284785,0.0,0.0
237,1,0.38677928516596455,0.0,0.0
238,1,0.3852321680253007,0.0,0.0
239,1,0.3836912393531995,0.0,0.0
240,1,0.3821564743957867,0.0,0.0
241,1,0.3806278484982036,0.0,0.0
242,1,0.37910533710421074,0.0,0.0
243,1,0.3775889157557939,0.0,0.0
244,1,0.37607856009277074,0.0,0.0
245,1,0.3745742458523997,0.0,0.0
246,1,0.3730759488689901,0.0,0.0
247,1,0.37158364507351416,0.0,0.0
248,1,0.3700973104932201,0.0,0.0
249,1,0.36861692125124723,0.0,0.0
250,1,0.36714245356624226,0.0,0.0
251,1,0.3656738837519773,0.0,0.0
252,1,0.3642111882169694,0.0,0.0
253,1,0.3627543434641015,0.0,0.0
254,1,0.3613033260902451,0.0,0.0
255,1,0.35985811278588414,0.0,0.0
256,1,0.3584186803347406,0.0,0.0
257,1,0.35698500561340163,0.0,0.0
258,1,0.355557065590948,0.0,0.0
259,1,0.35413483732858425,0.0,0.0
260,1,0.3527182979792699,0.0,0.0
261,1,0.35130742478735283,0.0,0.0
262,1,0.3499021950882034,0.0,0.0
263,1,0.3485025863078506,0.0,0.0
264,1,0.3471085759626192,0.0,0.0
265,1,0.3457201416587687,0.0,0.0
266,1,0.3443372610921336,0.0,0.0
267,1,0.34295991204776505,0.0,0.0
268,1,0.341588072399574,0.0,0.0
269,1,0.3402217201099757,0.0,0.0
270,1,0.3388608332295358,0.0,0.0
271,1,0.33750538989661766,0.0,0.0
272,1,0.3361553683370312,0.0,0.0
273,1,0.33481074686368306,0.0,0.0
274,1,0.3334715038762283,0.0,0.0
275,1,0.3321376178607234,0.0,0.0
276,1,0.3308090673892805,0.0,0.0
277,1,0.3294858311197234,0.0,0.0
278,1,0.32816788779524453,0.0,0.0
279,1,0.32685521624406355,0.0,0.0
280,1,0.3255477953790873,0.0,0.0
281,1,0.3242456041975709,0.0,0.0
282,1,0.32294862178078065,0.0,0.0
283,1,0.3216568272936575,0.0,0.0
284,1,0.3203701999844829,0.0,0.0
285,1,0.31908871918454496,0.0,0.0
286,1,0.3178123643078068,0.0,0.0
287,1,0.31654111485057557,0.0,0.0
288,1,0.31527495039117326,0.0,0.0
289,1,0.31401385058960857,0.0,0.0
290,1,0.3127577951872501,0.0,0.0
291,1,0.3115067640065011,0.0,0.0
292,1,0.3102607369504751,0.0,0.0
293,1,0.3090196940026732,0.0,0.0
294,1,0.30778361522666253,0.0,0.0
295,1,0.30655248076575586,0.0,0.0
296,1,0.3053262708426928,0.0,0.0
297,1,0.30410496575932205,0.0,0.0
298,1,0.3028885458962848,0.0,0.0
299,1,0.3016769917126996,0.0,0.0
300,1,0.30047028374584883,0.0,0.0
301,1,0.29926840261086546,0.0,0.0
302,1,0.298071329000422,0.0,0.0
303,1,0.2968790436844203,0.0,0.0
304,1,0.29569152750968264,0.0,0.0
305,1,0.2945087613996439,0.0,0.0
306,1,0.2933307263540453,0.0,0.0
307,1,0.2921574034486291,0.0,0.0
308,1,0.2909887738348346,0.0,0.0
309,1,0.2898248187394953,0.0,0.0
310,1,0.2886655194645373,0.0,0.0
311,1,0.28751085738667914,0.0,0.0
312,1,0.2863608139571324,0.0,0.0
313,1,0.28521537070130387,0.0,0.0
314,1,0.28407450921849864,0.0,0.0
315,1,0.28293821118162465,0.0,0.0
316,1,0.28180645833689816,0.0,0.0
317,1,0.2806792325035506,0.0,0.0
318,1,0.2795565155735364,0.0,0.0
319,1,0.2784382895112422,0.0,0.0
320,1,0.27732453635319726,0.0,0.0
321,1,0.2762152382077845,0.0,0.0
322,1,0.27511037725495335,0.0,0.0
323,1,0.2740099357459335,0.0,0.0
324,1,0.2729138960029498,0.0,0.0
325,1,0.271822240418938,0.0,0.0
326,1,0.27073495145726223,0.0,0.0
327,1,0.26965201165143315,0.0,0.0
328,1,0.2685734036048274,0.0,0.0
329,1,0.2674991099904081,0.0,0.0
330,1,0.26642911355044646,0.0,0.0
331,1,0.2653633970962447,0.0,0.0
332,1,0.2643019435078597,0.0,0.0
333,1,0.26324473573382823,0.0,0.0
334,1,0.2621917567908929,0.0,0.0
335,1,0.26114298976372935,0.0,0.0
336,1,0.2600984178046744,0.0,0.0
337,1,0.2590580241334557,0.0,0.0
338,1,0.2580217920369219,0.0,0.0
339,1,0.2569897048687742,0.0,0.0
340,1,0.2559617460492991,0.0,0.0
341,1,0.2549378990651019,0.0,0.0
342,1,0.2539181474688415,0.0,0.0
343,1,0.2529024748789661,0.0,0.0
344,1,0.25189086497945024,0.0,0.0
345,1,0.2508833015195324,0.0,0.0
346,1,0.2498797683134543,0.0,0.0
347,1,0.24888024924020047,0.0,0.0
348,1,0.24788472824323968,0.0,0.0
349,1,0.24689318933026672,0.0,0.0
350,1,0.24590561657294566,0.0,0.0
351,1,0.24492199410665388,0.0,0.0
352,1,0.24394230613022727,0.0,0.0
353,1,0.24296653690570635,0.0,0.0
354,1,0.24199467075808354,0.0,0.0
355,1,0.2410266920750512,0.0,0.0
356,1,0.240062585306751,0.0,0.0
357,1,0.239102334965524,0.0,0.0
358,1,0.2381459256256619,0.0,0.0
359,1,0.23719334192315925,0.0,0.0
360,1,0.2362445685554666,0.0,0.0
361,1,0.23529959028124472,0.0,0.0
362,1,0.23435839192011976,0.0,0.0
363,1,0.23342095835243928,0.0,0.0
364,1,0.23248727451902954,0.0,0.0
365,1,0.23155732542095342,0.0,0.0
366,1,0.2306310961192696,0.0,0.0
367,1,0.22970857173479253,0.0,0.0
368,1,0.22878973744785336,0.0,0.0
369,1,0.22787457849806195,0.0,0.0
370,1,0.2269630801840697,0.0,0.0
371,1,0.2260552278633334,0.0,0.0
372,1,0.22515100695188006,0.0,0.0
373,1,0.22425040292407253,0.0,0.0
374,1,0.22335340131237624,0.0,0.0
375,1,0.22245998770712674,0.0,0.0
376,1,0.22157014775629824,0.0,0.0
377,1,0.22068386716527305,0.0,0.0
378,1,0.21980113169661195,0.0,0.0
379,1,0.2189219271698255,0.0,0.0
380,1,0.2180462394611462,0.0,0.0
381,1,0.21717405450330163,0.0,0.0
382,1,0.2163053582852884,0.0,0.0
383,1,0.21544013685214725,0.0,0.0
384,1,0.21457837630473867,0.0,0.0
385,1,0.21372006279951972,0.0,0.0
386,1,0.21286518254832162,0.0,0.0
387,1,0.21201372181812833,0.0,0.0
388,1,0.2111656669308558,0.0,0.0
389,1,0.21032100426313238,0.0,0.0
390,1,0.20947972024607986,0.0,0.0
391,1,0.20864180136509555,0.0,0.0
392,1,0.20780723415963517,0.0,0.0
393,1,0.20697600522299664,0.0,0.0
394,1,0.20614810120210464,0.0,0.0
395,1,0.20532350879729622,0.0,0.0
396,1,0.20450221476210703,0.0,0.0
397,1,0.2036842059030586,0.0,0.0
398,1,0.20286946907944636,0.0,0.0
399,1,0.2020579912031286,0.0,0.0
400,1,0.20124975923831606,0.0,0.0
401,1,0.2004447602013628,0.0,0.0
402,1,0.19964298116055734,0.0,0.0
403,1,0.19884440923591512,0.0,0.0
404,1,0.19804903159897147,0.0,0.0
405,1,0.19725683547257558,0.0,0.0
406,1,0.1964678081306853,0.0,0.0
407,1,0.19568193689816255,0.0,0.0
408,1,0.1948992091505699,0.0,0.0
409,1,0.19411961231396763,0.0,0.0
410,1,0.19334313386471175,0.0,0.0
411,1,0.1925697613292529,0.0,0.0
412,1,0.1917994822839359,0.0,0.0
413,1,0.19103228435480016,0.0,0.0
414,1,0.19026815521738097,0.0,0.0
415,1,0.18950708259651144,0.0,0.0
416,1,0.1887490542661254,0.0,0.0
417,1,0.18799405804906089,0.0,0.0
418,1,0.18724208181686464,0.0,0.0
419,1,0.18649311348959718,0.0,0.0
420,1,0.1857471410356388,0.0,0.0
421,1,0.18500415247149624,0.0,0.0
422,1,0.18426413586161025,0.0,0.0
423,1,0.1835270793181638,0.0,0.0
424,1,0.18279297100089115,0.0,0.0
425,1,0.18206179911688758,0.0,0.0
426,1,0.18133355192042003,0.0,0.0
427,1,0.18060821771273836,0.0,0.0
428,1,0.17988578484188741,0.0,0.0
429,1,0.17916624170251985,0.0,0.0
430,1,0.17844957673570977,0.0,0.0
431,1,0.17773577842876692,0.0,0.0
432,1,0.17702483531505186,0.0,0.0
433,1,0.17631673597379166,0.0,0.0
434,1,0.1756114690298965,0.0,0.0
435,1,0.1749090231537769,0.0,0.0
436,1,0.1742093870611618,0.0,0.0
437,1,0.17351254951291714,0.0,0.0
438,1,0.17281849931486548,0.0,0.0
439,1,0.17212722531760602,0.0,0.0
440,1,0.1714387164163356,0.0,0.0
441,1,0.17075296155067024,0.0,0.0
442,1,0.17006994970446757,0.0,0.0
443,1,0.1693896699056497,0.0,0.0
444,1,0.16871211122602708,0.0,0.0
445,1,0.16803726278112296,0.0,0.0
446,1,0.16736511372999846,0.0,0.0
447,1,0.16669565327507846,0.0,0.0
448,1,0.16602887066197813,0.0,0.0
449,1,0.16536475517933022,0.0,0.0
450,1,0.1647032961586129,0.0,0.0
451,1,0.16404448297397844,0.0,0.0
452,1,0.16338830504208254,0.0,0.0
453,1,0.16273475182191421,0.0,0.0
454,1,0.16208381281462655,0.0,0.0
455,1,0.16143547756336804,0.0,0.0
456,1,0.16078973565311458,0.0,0.0
457,1,0.16014657671050211,0.0,0.0
458,1,0.1595059904036601,0.0,0.0
459,1,0.15886796644204546,0.0,0.0
460,1,0.15823249457627728,0.0,0.0
461,1,0.15759956459797217,0.0,0.0
462,1,0.15696916633958027,0.0,0.0
463,1,0.15634128967422195,0.0,0.0
464,1,0.15571592451552507,0.0,0.0
465,1,0.15509306081746296,0.0,0.0
466,1,0.1544726885741931,0.0,0.0
467,1,0.15385479781989633,0.0,0.0
468,1,0.15323937862861675,0.0,0.0
469,1,0.1526264211141023,0.0,0.0
470,1,0.15201591542964588,0.0,0.0
471,1,0.1514078517679273,0.0,0.0
472,1,0.15080222036085558,0.0,0.0
473,1,0.15019901147941217,0.0,0.0
474,1,0.14959821543349452,0.0,0.0
475,1,0.14899982257176056,0.0,0.0
476,1,0.14840382328147353,0.0,0.0
477,1,0.14781020798834762,0.0,0.0
478,1,0.14721896715639424,0.0,0.0
479,1,0.14663009128776866,0.0,0.0
480,1,0.14604357092261758,0.0,0.0
481,1,0.1454593966389271,0.0,0.0
482,1,0.14487755905237137,0.0,0.0
483,1,0.1442980488161619,0.0,0.0
484,1,0.14372085662089726,0.0,0.0
485,1,0.14314597319441366,0.0,0.0
486,1,0.14257338930163602,0.0,0.0
487,1,0.14200309574442946,0.0,0.0
488,1,0.14143508336145175,0.0,0.0
489,1,0.14086934302800594,0.0,0.0
490,1,0.14030586565589392,0.0,0.0
491,1,0.13974464219327035,0.0,0.0
492,1,0.13918566362449727,0.0,0.0
493,1,0.1386289209699993,0.0,0.0
494,1,0.1380744052861193,0.0,0.0
495,1,0.13752210766497483,0.0,0.0
496,1,0.13697201923431493,0.0,0.0
497,1,0.13642413115737767,0.0,0.0
498,1,0.13587843463274815,0.0,0.0
499,1,0.13533492089421717,0.0,0.0
500,1,0.1347935812106403,0.0,0.0
501,1,0.13425440688579773,0.0,0.0
502,1,0.13371738925825455,0.0,0.0
503,1,0.13318251970122152,0.0,0.0
504,1,0.13264978962241664,0.0,0.0
505,1,0.13211919046392698,0.0,0.0
506,1,0.13159071370207126,0.0,0.0
507,1,0.13106435084726298,0.0,0.0
508,1,0.13054009344387393,0.0,0.0
509,1,0.13001793307009843,0.0,0.0
510,1,0.12949786133781804,0.0,0.0
511,1,0.12897986989246676,0.0,0.0
512,1,0.1284639504128969,0.0,0.0
513,1,0.12795009461124532,0.0,0.0
514,1,0.12743829423280034,0.0,0.0
515,1,0.12692854105586915,0.0,0.0
516,1,0.12642082689164566,0.0,0.0
517,1,0.12591514358407907,0.0,0.0
518,1,0.12541148300974275,0.0,0.0
519,1,0.12490983707770378,0.0,0.0
520,1,0.12441019772939296,0.0,0.0
521,1,0.12391255693847539,0.0,0.0
522,1,0.12341690671072149,0.0,0.0
523,1,0.1229232390838786,0.0,0.0
524,1,0.12243154612754309,0.0,0.0
525,1,0.12194181994303292,0.0,0.0
526,1,0.12145405266326079,0.0,0.0
527,1,0.12096823645260775,0.0,0.0
528,1,0.12048436350679732,0.0,0.0
529,1,0.12000242605277013,0.0,0.0
530,1,0.11952241634855905,0.0,0.0
531,1,0.11904432668316481,0.0,0.0
532,1,0.11856814937643215,0.0,0.0
533,1,0.11809387677892642,0.0,0.0
534,1,0.11762150127181072,0.0,0.0
535,1,0.11715101526672347,0.0,0.0
536,1,0.11668241120565657,0.0,0.0
537,1,0.11621568156083395,0.0,0.0
538,1,0.11575081883459061,0.0,0.0
539,1,0.11528781555925224,0.0,0.0
540,1,0.11482666429701524,0.0,0.0
541,1,0.11436735763982718,0.0,0.0
542,1,0.11390988820926787,0.0,0.0
543,1,0.11345424865643079,0.0,0.0
544,1,0.11300043166180507,0.0,0.0
545,1,0.11254842993515785,0.0,0.0
546,1,0.11209823621541722,0.0,0.0
547,1,0.11164984327055555,0.0,0.0
548,1,0.11120324389747333,0.0,0.0
549,1,0.11075843092188344,0.0,0.0
550,1,0.1103153971981959,0.0,0.0
551,1,0.10987413560940311,0.0,0.0
552,1,0.1094346390669655,0.0,0.0
553,1,0.10899690051069764,0.0,0.0
554,1,0.10856091290865486,0.0,0.0
555,1,0.10812666925702023,0.0,0.0
556,1,0.10769416257999215,0.0,0.0
557,1,0.10726338592967218,0.0,0.0
558,1,0.10683433238595348,0.0,0.0
559,1,0.10640699505640967,0.0,0.0
560,1,0.10598136707618404,0.0,0.0
561,1,0.1055574416078793,0.0,0.0
562,1,0.10513521184144779,0.0,0.0
563,1,0.10471467099408201,0.0,0.0
564,1,0.10429581231010568,0.0,0.0
565,1,0.10387862906086526,0.0,0.0
566,1,0.1034631145446218,0.0,0.0
567,1,0.10304926208644331,0.0,0.0
568,1,0.10263706503809754,0.0,0.0
569,1,0.10222651677794514,0.0,0.0
570,1,0.10181761071083337,0.0,0.0
571,1,0.10141034026799003,0.0,0.0
572,1,0.10100469890691807,0.0,0.0
573,1,0.1006006801112904,0.0,0.0
574,1,0.10019827739084525,0.0,0.0
575,1,0.09979748428128186,0.0,0.0
576,1,0.09939829434415674,0.0,0.0
577,1,0.09900070116678011,0.0,0.0
578,1,0.098604698362113,0.0,0.0
579,1,0.09821027956866454,0.0,0.0
580,1,0.09781743845038988,0.0,0.0
581,1,0.09742616869658832,0.0,0.0
582,1,0.09703646402180197,0.0,0.0
583,1,0.09664831816571476,0.0,0.0
584,1,0.0962617248930519,0.0,0.0
585,1,0.0958766779934797,0.0,0.0
586,1,0.09549317128150578,0.0,0.0
587,1,0.09511119859637976,0.0,0.0
588,1,0.09473075380199424,0.0,0.0
589,1,0.09435183078678626,0.0,0.0
590,1,0.09397442346363911,0.0,0.0
591,1,0.09359852576978456,0.0,0.0
592,1,0.09322413166670541,0.0,0.0
593,1,0.0928512351400386,0.0,0.0
594,1,0.09247983019947845,0.0,0.0
595,1,0.09210991087868053,0.0,0.0
596,1,0.09174147123516581,0.0,0.0
597,1,0.09137450535022515,0.0,0.0
598,1,0.09100900732882425,0.0,0.0
599,1,0.09064497129950895,0.0,0.0
600,1,0.09028239141431091,0.0,0.0
601,1,0.08992126184865366,0.0,0.0
602,1,0.08956157680125905,0.0,0.0
603,1,0.08920333049405402,0.0,0.0
604,1,0.0888465171720778,0.0,0.0
605,1,0.08849113110338948,0.0,0.0
606,1,0.08813716657897593,0.0,0.0
607,1,0.08778461791266003,0.0,0.0
608,1,0.08743347944100939,0.0,0.0
609,1,0.08708374552324535,0.0,0.0
610,1,0.08673541054115237,0.0,0.0
611,1,0.08638846889898776,0.0,0.0
612,1,0.0860429150233918,0.0,0.0
613,1,0.08569874336329823,0.0,0.0
614,1,0.08535594838984505,0.0,0.0
615,1,0.08501452459628567,0.0,0.0
