t,calendar_month,t_end,interest_rate,coupon,nominal_value,present_value
79,7.0,114.0,0.0018000000000000002,0.0,0.0,1025.3633439046973
80,8.0,114.0,0.0018000000000000002,0.0,0.0,1027.2089979237257
81,9.0,114.0,0.0018000000000000002,0.0,0.0,1029.0579741199886
82,10.0,114.0,0.0018000000000000002,0.0,0.0,1030.9102784734046
83,11.0,114.0,0.0018000000000000002,0.0,0.0,1032.7659169746566
84,12.0,114.0,0.0018000000000000002,0.0,0.0,1034.6248956252111
85,1.0,114.0,0.0018000000000000002,0.0,0.0,1036.4872204373366
86,2.0,114.0,0.0018000000000000002,0.0,0.0,1038.3528974341239
87,3.0,114.0,0.0018000000000000002,0.0,0.0,1040.2219326495053
88,4.0,114.0,0.0018000000000000002,0.0,0.0,1042.0943321282746
89,5.0,114.0,0.0018000000000000002,0.0,0.0,1043.9701019261056
90,6.0,114.0,0.0018000000000000002,30.0,0.0,1045.8492481095727
91,7.0,114.0,0.0018000000000000002,0.0,0.0,1017.67777675617
92,8.0,114.0,0.0018000000000000002,0.0,0.0,1019.5095967543313
93,9.0,114.0,0.0018000000000000002,0.0,0.0,1021.3447140284891
94,10.0,114.0,0.0018000000000000002,0.0,0.0,1023.1831345137405
95,11.0,114.0,0.0018000000000000002,0.0,0.0,1025.0248641558653
96,12.0,114.0,0.0018000000000000002,0.0,0.0,1026.8699089113459
97,1.0,114.0,0.0018000000000000002,0.0,0.0,1028.7182747473864
98,2.0,114.0,0.0018000000000000002,0.0,0.0,1030.5699676419317
99,3.0,114.0,0.0018000000000000002,0.0,0.0,1032.4249935836872
100,4.0,114.0,0.0018000000000000002,0.0,0.0,1034.2833585721378
101,5.0,114.0,0.0018000000000000002,0.0,0.0,1036.1450686175676
102,6.0,114.0,0.0018000000000000002,30.0,0.0,1038.0101297410793
103,7.0,114.0,0.0018000000000000002,0.0,0.0,1009.8245479746131
104,8.0,114.0,0.0018000000000000002,0.0,0.0,1011.6422321609675
105,9.0,114.0,0.0018000000000000002,0.0,0.0,1013.4631881788573
106,10.0,114.0,0.0018000000000000002,0.0,0.0,1015.2874219175793
107,11.0,114.0,0.0018000000000000002,0.0,0.0,1017.114939277031
108,12.0,114.0,0.0018000000000000002,0.0,0.0,1018.9457461677297
109,1.0,114.0,0.0018000000000000002,0.0,0.0,1020.7798485108317
110,2.0,114.0,0.0018000000000000002,0.0,0.0,1022.6172522381513
111,3.0,114.0,0.0018000000000000002,0.0,0.0,1024.45796329218
112,4.0,114.0,0.0018000000000000002,0.0,0.0,1026.301987626106
113,5.0,114.0,0.0018000000000000002,0.0,0.0,1028.149331203833
114,6.0,114.0,0.0018000000000000002,30.0,1000.0,1030.0
115,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
116,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
117,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
118,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
119,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
120,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
121,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
122,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
123,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
124,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
125,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
126,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
127,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
128,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
129,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
130,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
131,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
132,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
133,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
134,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
135,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
136,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
137,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
138,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
139,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
140,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
141,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
142,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
143,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
144,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
145,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
146,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
147,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
148,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
149,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
150,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
151,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
152,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
153,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
154,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
155,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
156,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
157,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
158,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
159,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
160,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
161,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
162,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
163,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
164,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
165,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
166,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
167,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
168,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
169,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
170,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
171,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
172,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
173,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
174,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
175,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
176,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
177,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
178,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
179,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
180,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
181,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
182,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
183,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
184,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
185,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
186,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
187,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
188,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
189,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
190,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
191,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
192,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
193,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
194,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
195,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
196,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
197,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
198,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
199,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
200,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
201,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
202,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
203,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
204,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
205,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
206,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
207,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
208,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
209,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
210,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
211,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
212,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
213,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
214,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
215,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
216,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
217,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
218,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
219,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
220,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
221,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
222,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
223,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
224,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
225,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
226,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
227,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
228,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
229,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
230,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
231,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
232,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
233,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
234,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
235,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
236,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
237,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
238,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
239,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
240,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
241,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
242,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
243,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
244,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
245,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
246,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
247,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
248,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
249,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
250,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
251,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
252,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
253,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
254,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
255,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
256,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
257,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
258,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
259,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
260,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
261,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
262,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
263,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
264,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
265,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
266,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
267,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
268,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
269,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
270,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
271,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
272,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
273,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
274,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
275,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
276,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
277,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
278,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
279,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
280,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
281,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
282,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
283,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
284,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
285,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
286,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
287,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
288,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
289,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
290,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
291,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
292,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
293,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
294,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
295,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
296,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
297,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
298,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
299,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
300,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
301,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
302,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
303,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
304,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
305,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
306,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
307,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
308,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
309,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
310,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
311,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
312,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
313,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
314,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
315,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
316,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
317,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
318,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
319,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
320,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
321,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
322,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
323,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
324,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
325,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
326,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
327,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
328,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
329,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
330,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
331,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
332,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
333,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
334,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
335,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
336,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
337,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
338,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
339,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
340,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
341,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
342,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
343,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
344,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
345,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
346,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
347,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
348,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
349,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
350,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
351,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
352,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
353,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
354,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
355,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
356,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
357,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
358,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
359,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
360,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
361,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
362,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
363,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
364,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
365,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
366,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
367,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
368,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
369,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
370,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
371,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
372,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
373,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
374,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
375,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
376,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
377,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
378,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
379,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
380,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
381,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
382,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
383,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
384,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
385,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
386,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
387,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
388,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
389,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
390,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
391,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
392,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
393,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
394,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
395,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
396,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
397,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
398,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
399,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
400,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
401,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
402,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
403,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
404,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
405,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
406,10.0,114.0,0.0018000000000000002,0.0,0.0,0.0
407,11.0,114.0,0.0018000000000000002,0.0,0.0,0.0
408,12.0,114.0,0.0018000000000000002,0.0,0.0,0.0
409,1.0,114.0,0.0018000000000000002,0.0,0.0,0.0
410,2.0,114.0,0.0018000000000000002,0.0,0.0,0.0
411,3.0,114.0,0.0018000000000000002,0.0,0.0,0.0
412,4.0,114.0,0.0018000000000000002,0.0,0.0,0.0
413,5.0,114.0,0.0018000000000000002,0.0,0.0,0.0
414,6.0,114.0,0.0018000000000000002,0.0,0.0,0.0
415,7.0,114.0,0.0018000000000000002,0.0,0.0,0.0
416,8.0,114.0,0.0018000000000000002,0.0,0.0,0.0
417,9.0,114.0,0.0018000000000000002,0.0,0.0,0.0
